Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Jigri Dost,1969.0,154.0,Drama,6.4,32.0,Ravikant Nagaich,Jeetendra,Mumtaz,K.N. Singh
Jigyaasa,2006.0,147.0,Drama,3.4,263.0,Faisal Saif,Nassar Abdulla,Rakesh Bedi,Hrishitaa Bhatt
Jihad,2017.0,144.0,Drama,8.6,47.0,Rakesh Parmaar,Farhad Ahmed Dehlvi,Alfeeya Donna,Ahmer Haider
Jimmy,2008.0,,"Action, Crime, Drama",1.6,249.0,Raj N. Sippy,Mimoh Chakraborty,Vikas Anand,Rahul Dev
Jis Desh Mein Ganga Rehta Hain,2000.0,141.0,"Comedy, Crime, Drama",4.9,1187.0,Mahesh Manjrekar,Govinda,Sonali Bendre,Rinke Khanna
Jis Desh Men Ganga Behti Hai,1960.0,167.0,"Drama, Musical, Romance",7.4,435.0,Radhu Karmakar,Raj Kapoor,Padmini,Pran
Jism,2003.0,136.0,"Drama, Romance, Thriller",5.2,2061.0,Amit Saxena,Bipasha Basu,John Abraham,Gulshan Grover
Jism 2,2012.0,130.0,"Drama, Romance, Thriller",3.0,3290.0,Pooja Bhatt,Randeep Hooda,Arunoday Singh,Arif Zakaria
Jism Ka Rishta,1989.0,,Drama,2.9,11.0,Mahesh Bhatt,Kingi,Haidar Ali,Mohan Choti
Jiyaala,1998.0,,Action,3.2,6.0,Tipu Khan,Siraj Mustafa Khan,Poonam Jhawer,Aparajita
Jiyo To Aise Jiyo,1981.0,,"Drama, Family",4.3,7.0,Kanak Mishra,Arun Govil,Debashree Roy,Jayshree Gadkar
Jo Bole So Nihaal,2005.0,125.0,"Action, Comedy, Thriller",3.6,646.0,Rahul Rawail,Sunny Deol,Thomas Tevana,Gary Castro Churchwell
Jo Dooba So Paar: It's Love in Bihar!,2011.0,90.0,"Comedy, Crime, Drama",5.7,71.0,Praveen Kumar,Anand Tiwari,Rajat Kapoor,Sita Spada
Jo Hum Chahein,2011.0,,"Drama, Romance",4.5,100.0,Pawan Gill,Sunny Gill,Simran Kaur Mundi,Alyy Khan
Jo Jeeta Wohi Sikandar,1992.0,174.0,"Comedy, Drama, Romance",8.2,22147.0,Mansoor Khan,Aamir Khan,Ayesha Jhulka,Deepak Tijori
Jodhaa Akbar,2008.0,213.0,"Action, Drama, History",7.6,30717.0,Ashutosh Gowariker,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood
Jodi,1999.0,161.0,Romance,6.1,188.0,Praveenkanth,Manager Cheena,Sakthi Chidambaram,Isha Koppikar
Jodi Breakers,2012.0,127.0,"Comedy, Musical, Romance",3.5,1116.0,Ashwini Chaudhary,Bipasha Basu,Helen,Pradeep Kharab
Jodi Kya Banayi Wah Wah Ramji,2003.0,,Comedy,3.8,47.0,Raman Kumar,Rotem Bar,Rakesh Bedi,Avtar Gill
Jodi No. 1,2001.0,140.0,"Comedy, Romance",5.8,2299.0,David Dhawan,Sanjay Dutt,Govinda,Twinkle Khanna
Jogan,1950.0,116.0,"Drama, Musical, Romance",7.4,80.0,Kidar Nath Sharma,Nargis,Dilip Kumar,Pratima Devi
Joggers' Park,2003.0,133.0,"Comedy, Romance",6.2,353.0,Anant Balani,Victor Banerjee,Perizaad Zorabian,Divya Dutta
Jogi the King,2005.0,172.0,"Action, Drama",7.3,266.0,Prem,Shivarajkumar,Neenasam Ashwath,Yana Gupta
Johar in Bombay,1967.0,150.0,"Comedy, Drama, Fantasy",6.4,14.0,Shantilal Soni,I.S. Johar,Sonia Sahni,Rajendranath Malhotra
Johar in Kashmir,1966.0,122.0,"Action, Drama, Thriller",6.8,12.0,I.S. Johar,Mumtaz Begum,Rajan Haksar,I.S. Johar
Johar Mehmood in Hong Kong,1971.0,134.0,Comedy,6.8,49.0,S.A. Akbar,I.S. Johar,Mehmood,Sonia Sahni
Johar-Mehmood in Goa,1965.0,145.0,"Action, Adventure, Comedy",6.8,44.0,I.S. Johar,Mehmood,Simi Garewal,I.S. Johar
John Day,2013.0,138.0,"Action, Crime, Drama",5.6,831.0,Ahishor Solomon,Naseeruddin Shah,Randeep Hooda,Elena Kazan
John Jani Janardhan,1984.0,,"Action, Comedy, Drama",6.4,39.0,Rama Rao Tatineni,Rati Agnihotri,J.N. Anand,Bihari
Johnny,1980.0,140.0,"Action, Crime, Drama",7.5,423.0,J. Mahendran,Rajinikanth,K. Balaji,Unni Mary
Johnny Gaddaar,2007.0,135.0,"Crime, Drama, Mystery",7.8,11795.0,Sriram Raghavan,Dharmendra,Rimi Sen,Ashwini Kalsekar
Johnny-Walker,1957.0,151.0,"Comedy, Romance",6.0,9.0,Madan,Daljit Ved,Shyama,Johnny Walker
Johny I Love You,1982.0,171.0,"Action, Romance",4.9,36.0,Rakesh Kumar,Sanjay Dutt,Rati Agnihotri,Suresh Oberoi
Johny Mera Naam,1970.0,159.0,"Action, Drama, Musical",7.3,760.0,Vijay Anand,Dev Anand,Hema Malini,Pran
Johny Ustad,1984.0,,Action,5.4,13.0,J. Mahendran,Unni Mary,Rajinikanth,Sridevi
Joker,2012.0,104.0,"Comedy, Family, Sci-Fi",2.4,5235.0,Shirish Kunder,Akshay Kumar,Sonakshi Sinha,Shreyas Talpade
Jolly LLB,2013.0,135.0,"Comedy, Drama",7.5,18466.0,Subhash Kapoor,Arshad Warsi,Amrita Rao,Boman Irani
Jolly LLB 2,2017.0,137.0,"Comedy, Drama",7.2,23030.0,Subhash Kapoor,Akshay Kumar,Huma Qureshi,Saurabh Shukla
Joroo Ka Ghulam,1972.0,,"Comedy, Family",6.9,91.0,A. Bhimsingh,Nanda,Rajesh Khanna,Sharad Kumar
Joru Ka Ghulam,2000.0,169.0,"Comedy, Drama, Romance",5.1,1038.0,Shakeel Noorani,Govinda,Twinkle Khanna,Kader Khan
Josef - Born in Grace,2019.0,100.0,Drama,9.0,12.0,Susant Misra,Victor Banerjee,Subrat Dutta,Sudarshan Juyal
Josh,2000.0,162.0,"Action, Drama, Musical",6.2,9667.0,Mansoor Khan,Dilip Mestry,Shah Rukh Khan,Aishwarya Rai Bachchan
Josh,1981.0,,Action,5.6,8.0,Raj N. Sippy,Anil Dhawan,Ashok Gaekwad,Helen
Josh-E-Jawaani,2001.0,,Romance,4.2,9.0,Bunty Bedi,Rakesh Bedi,Kishore Anand Bhanushali,Ramesh Goyal
Joshila,1973.0,137.0,"Drama, Thriller",6.2,104.0,Yash Chopra,Dev Anand,Hema Malini,Pran
Joshilaay,1989.0,107.0,"Action, Drama, Western",5.7,265.0,Sibte Hassan Rizvi,Sunny Deol,Anil Kapoor,Sridevi
Journey Bombay to Goa: Laughter Unlimited,2007.0,138.0,"Action, Adventure, Comedy",4.6,376.0,Raj Pendurkar,Sunil Pal,Vijay Raaz,Raju Srivastava
Journeyings and Conversations,2004.0,88.0,Documentary,7.4,13.0,Arvind Sinha,,,
Joy: The Real Love Story,2007.0,127.0,"Drama, Romance, Thriller",2.1,1619.0,Prashant Chadha,Himesh Reshammiya,Hansika Motwani,Mallika Sherawat
Juaari,1994.0,184.0,"Action, Drama",3.1,34.0,Jagdish A. Sharma,Dharmendra,Arman Kohli,Shilpa Shirodkar
Juari,1968.0,155.0,Romance,6.6,21.0,Suraj Prakash,Shashi Kapoor,Nanda,Tanuja
Judaai,1997.0,167.0,"Comedy, Drama, Romance",6.1,2249.0,Raj Kanwar,Anil Kapoor,Sridevi,Urmila Matondkar
Judaai,1980.0,149.0,"Family, Drama",5.9,70.0,Rama Rao Tatineni,Ashok Kumar,Jeetendra,Rekha
Judge Mujrim,1997.0,137.0,"Action, Drama",3.9,66.0,Jagdish A. Sharma,Jeetendra,Sunil Shetty,Sujata Mehta
Judgementall Hai Kya,2019.0,121.0,"Comedy, Drama, Mystery",5.9,5419.0,Prakash Kovelamudi,Kangana Ranaut,Rajkummar Rao,Amyra Dastur
Judwaa,1997.0,138.0,"Action, Comedy, Drama",6.1,5679.0,David Dhawan,Salman Khan,Karisma Kapoor,Rambha
Judwaa 2,2017.0,145.0,"Action, Comedy",3.6,9622.0,David Dhawan,Varun Dhawan,Jacqueline Fernandez,Taapsee Pannu
Jugaad,2009.0,,"Comedy, Drama",5.3,73.0,Kumar Anand,Manoj Bajpayee,Hrishitaa Bhatt,Vijay Raaz
Jugni,2016.0,115.0,Drama,6.2,137.0,Shefali Bhushan,Anurita Jha,Sadhana Singh,Sugandha Garg
Jugnu,1973.0,149.0,"Action, Drama, Thriller",6.5,182.0,Pramod Chakravorty,Dharmendra,Hema Malini,Pran
Jugnu,1947.0,,"Drama, Musical, Romance",7.5,81.0,Shaukat Hussain Rizvi,Dilip Kumar,Noor Jehan,Shashikala
Julie,1975.0,145.0,"Family, Musical, Romance",6.1,261.0,K.S. Sethumadhavan,Lakshmi,Vikram Makandar,Nadira
Julie,2004.0,144.0,"Drama, Romance",4.0,404.0,Deepak S. Shivdasani,Neha Dhupia,Priyanshu Chatterjee,Yash Tonk
Julie 2,2017.0,159.0,"Drama, Romance, Thriller",2.3,311.0,Deepak S. Shivdasani,Nishikant Kamat,Raai Laxmi,Rati Agnihotri
Jumbish: A Movement - The Movie,1986.0,,Romance,3.9,11.0,Salahuddin Parvez,Padmini Kolhapure,Akbar Khan,Shafi Inamdar
Junction Varanasi,2019.0,149.0,Drama,3.7,22.0,Dheeraj Pandit,Dev Sharma,Anjali Abrol,Dheeraj Pandit
June,2021.0,93.0,Drama,9.4,18.0,Suhrud Godbole,Vaibhav Khisti,Nilesh Divekar,Jitendra Joshi
Jung,1996.0,146.0,"Action, Crime, Drama",4.0,233.0,Rama Rao Tatineni,Mithun Chakraborty,Ajay Devgn,Rambha
Jung,2000.0,147.0,"Action, Crime, Drama",4.2,364.0,Sanjay Gupta,Sanjay Dutt,Jackie Shroff,Aditya Pancholi
Jung Aur Aman,1968.0,128.0,,5.1,8.0,Nanabhai Bhatt,Mumtaz,Dara Singh,Mohan Choti
Jung Baaz,1989.0,143.0,"Action, Crime",5.6,75.0,Mehul Kumar,Govinda,Danny Denzongpa,Prem Chopra
Jungle,2000.0,146.0,"Action, Adventure, Romance",6.1,1102.0,Ram Gopal Varma,Sunil Shetty,Fardeen Khan,Urmila Matondkar
Jungle Beauty,1991.0,,"Action, Adventure",3.7,11.0,Dilip Gulati,Joshina,Rajeev Kumar,Puneet Issar
Jungle Hero,2002.0,,"Action, Comedy",4.9,7.0,K.I. Sheikh,Amit Pachori,Kirti Shetty,Sapna Sappu
Jungle Ki Beti,1988.0,,Adventure,3.3,11.0,R. Thakur,Salma Agha,Arjun,Brando Bakshi
Jungle Ki Rani,1936.0,,Adventure,2.8,15.0,Nandlal Jaswantlal,,,
Jungle Ki Sherni,2001.0,,"Action, Adventure, Drama",5.5,12.0,Kanti Shah,Sapna Sappu,Amit Pachori,Vinod Tripathi
Jungle Love Story,1998.0,133.0,Romance,6.2,6.0,Dilip Gulati,Raza Murad,Amrit Pal,Raju Srivastava
Junglee,1961.0,139.0,"Comedy, Drama, Musical",7.3,467.0,Subodh Mukherji,Shammi Kapoor,Saira Banu,Shashikala
Junglee,2019.0,115.0,"Action, Adventure, Thriller",5.6,1658.0,Chuck Russell,Vidyut Jammwal,Lars Kjeldsen,Asha Bhat
Junko,2017.0,78.0,Crime,3.1,8.0,Abhinav Thakur,Neelam Deysarkar,Aayush Thakur,Aarav Mavi
Junoon,1979.0,141.0,Drama,7.6,503.0,Shyam Benegal,Shashi Kapoor,Nafisa Ali,Shabana Azmi
Junoon,1992.0,123.0,"Drama, Horror, Musical",5.6,531.0,Mahesh Bhatt,Rahul Roy,Pooja Bhatt,Avinash Wadhawan
Junoon,2002.0,,Drama,4.2,12.0,Sanjay Khanna,Chandrachur Singh,Shilpa Shetty Kundra,Sonali Kulkarni
Junooniyat,2016.0,155.0,"Drama, Romance",4.2,708.0,Vivek Agnihotri,Pulkit Samrat,Yami Gautam,Gulshan Devaiah
Jurm,1990.0,103.0,"Action, Crime, Romance",5.6,129.0,Mahesh Bhatt,Vinod Khanna,Meenakshi Sheshadri,Sangeeta Bijlani
Jurm,2005.0,150.0,"Crime, Drama, Mystery",5.4,482.0,Vikram Bhatt,Kamal Adib,Bobby Deol,Lara Dutta
Jurmana,1979.0,139.0,"Drama, Romance",6.8,176.0,Hrishikesh Mukherjee,Rakhee Gulzar,Amitabh Bachchan,Shreeram Lagoo
Jurmana,1996.0,134.0,Action,5.4,31.0,T.L.V. Prasad,Mithun Chakraborty,Rambha,Ashwini Bhave
Jurrat,1989.0,146.0,"Action, Crime",4.6,23.0,David Dhawan,Shatrughan Sinha,Kumar Gaurav,Amala Akkineni
Just Like That,2019.0,109.0,Drama,7.9,30.0,Kislay,Trimala Adhikari,Harish Khanna,Mohini Sharma
Just Married: Marriage Was Only the Beginning!,2007.0,135.0,"Comedy, Drama, Romance",5.3,495.0,Meghna Gulzar,Fardeen Khan,Esha Deol,Neelima Azim
Justice,1973.0,,"Crime, Drama",6.0,8.0,Adurthi Subba Rao,Waheeda Rehman,Vijay Arora,Tanuja
Justice Chaudhury,1983.0,156.0,"Drama, Action, Comedy",5.6,75.0,K. Raghavendra Rao,Jeetendra,Hema Malini,Sridevi
Justice Chowdhary,2000.0,,Action,4.3,21.0,Manish Khandewal,Arun Bakshi,Mithun Chakraborty,Pinky Chinoy
Jwaala Daaku,1981.0,,Action,5.3,9.0,R.P. Swamy,Mahendra Sandhu,Asha Sachdev,Farida Jalal
Jwala,1971.0,,"Action, Crime",5.2,33.0,M.V. Raman,Sunil Dutt,Madhubala,Sohrab Modi
Jwalamukhi,1980.0,162.0,"Action, Romance, Drama",5.8,28.0,Prakash Mehra,Waheeda Rehman,Shatrughan Sinha,Reena Roy
Jwalamukhi,2000.0,135.0,"Action, Drama",4.2,29.0,Jagdish A. Sharma,Vijay Sharma,Abdul Rehman Sheikh,Arjun
Jwar Bhata,1944.0,120.0,"Drama, Romance",7.6,34.0,Amiya Chakrabarty,Ruma Guha Thakurta,Aga Jaan,Vikram Kapoor
Jwar Bhata,1973.0,,"Drama, Family",6.7,58.0,Adurthi Subba Rao,Saira Banu,Dharmendra,Sujit Kumar
Jwlwi - The Seed,2019.0,90.0,Drama,8.0,24.0,Rajni Basumatary,Raj Agnihotri,Mondeep Basumatary,Rajni Basumatary
Jyoti,1969.0,,"Drama, Family",6.2,6.0,Dulal Guha,Sanjeev Kumar,Nivedita,Abhi Bhattacharya
Jyoti,1981.0,144.0,Drama,5.9,31.0,Pramod Chakravorty,Ajit,Birbal,Vijayendra Ghatge
Jyoti Bane Jwala,1980.0,166.0,"Drama, Family, Action",5.0,38.0,Narayana Rao Dasari,Jeetendra,Vinod Mehra,Ashok Kumar
Kaabil,2017.0,139.0,"Action, Crime, Drama",7.1,24942.0,Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy
Kaaboo,2002.0,135.0,Action,6.5,29.0,Vicky Ranawat,Rajat Bedi,Sudesh Berry,Abhay Bhargava
Kaadan,2021.0,170.0,"Action, Drama, Fantasy",9.1,2219.0,Prabu Solomon,Raghu Babu,Rana Daggubati,Abudhar Al Hassan
Kaadhal Parisu,1987.0,143.0,"Drama, Romance",6.1,97.0,A. Jagannathan,Kamal Haasan,Radha,Ambika
Kaafila,1990.0,,"Drama, Thriller",3.4,18.0,Sudhanshu Hakku,Divyank Sharma,Sadashiv Amrapurkar,Joy Augustine
Kaafila,2007.0,,Action,3.3,174.0,Amitoj Mann,Sunny Deol,Sudesh Berry,Sana
Kaafiron Ki Namaaz,2013.0,149.0,"Drama, Thriller",7.1,274.0,Ram Ramesh Sharma,Alok Chaturvedi,Chandra Shekhar Dutta,Joydip Mukhopadhyay
Kaagaz,2021.0,109.0,"Biography, Comedy, Drama",7.6,6738.0,Satish Kaushik,Pankaj Tripathi,Monal Gajjar,Satish Kaushik
Kaagaz Ke Fools,2015.0,109.0,Comedy,3.9,136.0,Anil Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen
Kaagaz Ke Phool,1959.0,148.0,Romance,8.0,2136.0,Guru Dutt,Waheeda Rehman,Guru Dutt,Kumari Naaz
Kaagaz Ki Kashti,2017.0,127.0,Documentary,8.9,203.0,Brahmanand S. Singh,Ghulam Ali,Talat Aziz,Mahesh Bhatt
Kaagaz Ki Nao,1975.0,,Drama,6.5,11.0,B.R. Ishara,Sarika,Reena Ghosh,Master Mithu
Kaajal,1965.0,168.0,"Drama, Musical, Romance",6.2,119.0,Ram Maheshwari,Meena Kumari,Dharmendra,Padmini
Kaal,2005.0,126.0,"Adventure, Horror, Mystery",4.6,5039.0,Soham Shah,Ajay Devgn,Vivek Oberoi,John Abraham
Kaal Chakra,1988.0,,"Action, Drama",5.8,13.0,Dilip Shankar,Ishrat Ali,Sadashiv Amrapurkar,Madan Jain
Kaala,2018.0,162.0,"Action, Drama",6.7,8163.0,Pa. Ranjith,Rajinikanth,Nana Patekar,Samuthirakani
Kaala Aadmi,1978.0,,"Action, Thriller",6.3,11.0,Ramesh Lakhanpal,Sunil Dutt,Saira Banu,Pran
Kaala Mandir,2000.0,,Horror,2.6,5.0,Neelima Azim,Kishore Anand Bhanushali,Birbal,Shakti Kapoor
Kaala Patthar,1979.0,176.0,"Action, Drama, History",7.7,2207.0,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Shatrughan Sinha
Kaala Samrajya,1999.0,119.0,"Action, Crime, Romance",4.2,36.0,Deepak Bahry,Sunil Shetty,Monica Bedi,Amrish Puri
Kaala Sona,1975.0,137.0,"Action, Thriller",6.4,61.0,Ravikant Nagaich,Feroz Khan,Parveen Babi,Prem Chopra
Kaalakaandi,2018.0,112.0,"Comedy, Thriller",6.3,2612.0,Akshat Verma,Saif Ali Khan,Asif Basra,Neil Bhoopalam
Kaali Khuhi,2020.0,90.0,"Drama, Horror, Mystery",3.4,1032.0,Terrie Samundra,Shabana Azmi,Sanjeeda Sheikh,Riva Arora
Kaali Ki Saugandh,2000.0,90.0,Action,5.0,7.0,Saabir,Anmol,Dharmendra,Johny Fever
Kaali Topi Lal Rumaal,2000.0,,"Action, Crime, Drama",6.2,29.0,Vijay Reddy,Mithun Chakraborty,Zeenat Ibrahim,Kamal Sadanah
Kaalia,1981.0,157.0,"Action, Drama",6.8,1412.0,Tinnu Anand,Amitabh Bachchan,Asha Parekh,Parveen Babi
Kaalia,1997.0,,Action,5.9,42.0,Deepti Bhatnagar,Mithun Chakraborty,Kiran Kumar,Johnny Lever
Kaalo,2010.0,79.0,"Action, Drama, Horror",3.3,260.0,Wilson Louis,Aditya Srivastav,Swini Khara,Aditya Lakhia
Kaam Jwala: The Fire,2004.0,73.0,Drama,2.7,9.0,Kanti Shah,Amit Pachori,Sapna Sappu,Junior Jagdeep
Kaam Shastra,1975.0,136.0,Thriller,6.4,13.0,Prem Kapoor,Alka,Ramesh Aurora,Urmila Bhatt
Kaamaagni,1987.0,134.0,"Drama, Music",4.6,7.0,Ashok Kumar,Sushma Ahuja,Tina Ambani,Leena Das
Kaamannana Makkalu,2008.0,,"Action, Comedy, Drama",6.6,75.0,Chi Gurudutt,Sudeep,Rockline Venkatesh,Deepu
Kaamchor,1982.0,135.0,"Drama, Family",6.6,131.0,K. Viswanath,Rakesh Roshan,Jaya Prada,Tanuja
Kaamyaab,1984.0,,Action,5.5,18.0,K. Raghavendra Rao,Jeetendra,Shabana Azmi,Radha
Kaanch Ki Deewar,1986.0,,"Drama, Family",4.5,8.0,M.N. Yasin,Sanjeev Kumar,Smita Patil,Shakti Kapoor
Kaanchi,2014.0,151.0,"Drama, Musical, Romance",4.2,590.0,Subhash Ghai,Mishti,Kartik Aaryan,Rishi Kapoor
Kaanchli Life in a Slough,2020.0,101.0,Drama,7.3,85.0,Dedipya Joshii,Sanjay Mishra,Shikha Malhotra,Nareshpal Singh Chouhan
Kaanoon Ki Awaaz,1989.0,127.0,"Action, Crime",3.8,10.0,P. Chandrasekhar,R. Kumar,Balwant Dullat,Shatrughan Sinha
Kaante,2002.0,150.0,"Action, Crime, Drama",6.5,4738.0,Sanjay Gupta,Amitabh Bachchan,Sanjay Dutt,Sunil Shetty
Kaaranama,1990.0,138.0,Drama,4.8,17.0,Ranjeet,Vinod Khanna,Kimi Katkar,Farha Naaz
Kaash,1987.0,140.0,Drama,6.3,197.0,Mahesh Bhatt,Jackie Shroff,Dimple Kapadia,Master Makrand
Kaash,2015.0,106.0,Drama,5.0,20.0,Ishaan Nair,Nidhi Sunil,Kavya Trehan,Varun Mitra
Kaash Mere Hote,2009.0,,Thriller,5.7,21.0,B.H. Tharun Kumar,Rajesh Khanna,Sneha Ullal,Kumar Saahil
Kaash... Hamara Dil Pagal Na Hota,2003.0,149.0,Comedy,3.6,7.0,Mangal Anand,Sunil Singh,Chetan Aneja,Mithun Purandare
Kaashi in Search of Ganga,2018.0,125.0,Thriller,5.4,259.0,Dhiraj Kumar,Prince Adhikari,Aishwarya Devan,Kranti Prakash Jha
Kab Tak Chup Rahungi,1988.0,,Drama,5.8,9.0,T. Prakash Rao,Amala Akkineni,Vikas Anand,Darshan
Kab? Kyoon? Aur Kahan?,1970.0,136.0,"Action, Mystery, Romance",6.8,117.0,Arjun Hingorani,Dharmendra,Babita Kapoor,Pran
Kabaad- The Coin,2021.0,132.0,Drama,6.6,76.0,Varadraj Swami,Vivaan Shah,Zoya Afroz,Abhishek Bajaj
Kabali,2016.0,153.0,"Action, Crime, Drama",6.2,11886.0,Pa. Ranjith,Rajinikanth,Winston Chao,Radhika Apte
Kabeela,1976.0,,"Action, Adventure, Crime",6.5,19.0,Bolu Khosla,Feroz Khan,Rekha,Kamini Kaushal
Kabhi Ajnabi Thé,1985.0,,"Romance, Sport",5.0,14.0,Vijay Singh,Poonam Dhillon,Sandeep Patil,Debashree Roy
Kabhi Alvida Naa Kehna,2006.0,193.0,"Drama, Romance",6.1,18783.0,Karan Johar,Shah Rukh Khan,Rani Mukerji,Amitabh Bachchan
Kabhi Haan Kabhi Naa,1994.0,158.0,"Comedy, Drama, Music",7.8,17567.0,Kundan Shah,Shah Rukh Khan,Suchitra Krishnamoorthi,Deepak Tijori
Kabhi Khushi Kabhie Gham...,2001.0,210.0,"Drama, Musical, Romance",7.4,46172.0,Karan Johar,Shah Rukh Khan,Kajol,Amitabh Bachchan
Kabhi Na Kabhi,1998.0,157.0,"Action, Drama, Romance",4.3,158.0,Priyadarshan,Jackie Shroff,Anil Kapoor,Pooja Bhatt
Kabhi Paas Kabhi Fail,1999.0,95.0,"Comedy, Family",6.2,20.0,Virendra Saini,Sajeel Parakh,Saurabh Shukla,Sona
Kabhie Kabhie,1976.0,177.0,"Drama, Romance",7.4,1986.0,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Rakhee Gulzar
Kabhie Tum Kabhie Hum,2002.0,,"Comedy, Drama, Family",4.4,14.0,Roop Dutta Naik,Mamta Kulkarni,Charuhas Shidore,Anjan Srivastav
Kabir Singh,2019.0,173.0,"Action, Drama, Romance",7.1,27731.0,Sandeep Reddy Vanga,Shahid Kapoor,Kiara Advani,Nikita Dutta
Kabli Khan,1963.0,123.0,"Action, Musical",4.8,9.0,K. Amarnath,Ajit,Helen,Samson
Kabrastan,1988.0,135.0,Horror,3.7,27.0,Mohan Bhakri,Hemant Birje,Kamna,Javed Khan
Kabrastan,2000.0,109.0,Horror,3.1,16.0,Ramesh U. Lakhiani,Amit Kapoor,Satnam Kaur,Shehzad Khan
Kabul Express,2006.0,105.0,"Adventure, Comedy, Drama",6.8,3181.0,Kabir Khan,John Abraham,Arshad Warsi,Salman Shahid
Kabuliwala,1961.0,95.0,Drama,7.8,317.0,Hemen Gupta,Balraj Sahni,Baby Sonu,Usha Kiran
Kabzaa,1988.0,143.0,"Action, Crime, Drama",5.9,185.0,Mahesh Bhatt,Raj Babbar,Sanjay Dutt,Amrita Singh
Kaccha Limboo,2011.0,141.0,"Comedy, Family",6.4,88.0,Sagar Ballary,Muntazir Ahmad,Karan Bhanushali,Bhairavi Goswami
Kacha Chor,1977.0,,Drama,4.4,7.0,Jambulingam,Randhir Kapoor,Rekha,Som Dutt
Kachche Dhaage,1999.0,144.0,"Action, Drama, Thriller",6.0,1428.0,Milan Luthria,Ajay Devgn,Saif Ali Khan,Manisha Koirala
Kachche Heere,1982.0,,Action,5.3,27.0,Narendra Bedi,Feroz Khan,Reena Roy,Danny Denzongpa
Kachchi Sadak,2006.0,145.0,"Action, Drama",6.1,34.0,Sanjay D. Singh,Rahul Singh,Parmita Katkar,Tinnu Anand
Kadakh,2019.0,108.0,"Comedy, Drama, Thriller",7.0,1381.0,Rajat Kapoor,Ranvir Shorey,Mansi Multani,Palomi Ghosh
Kadal Meengal,1981.0,137.0,Drama,6.6,76.0,G.N. Rangarajan,Kamal Haasan,Sujatha,Ambika
Kadamban,2017.0,142.0,"Action, Adventure, Drama",5.3,417.0,N. Ragavan,Arya,Catherine Tresa,Deepraj Rana
Kadambari,1976.0,,"Drama, Romance",6.4,7.0,Hk Verma,Shabana Azmi,Vijay Arora,Chand Usmani
Kadhal Desam,1996.0,158.0,"Comedy, Drama, Romance",6.8,458.0,Kathir,Abbas,S.P. Balasubrahmanyam,Chaplin Balu
Kadhal Mannan,1998.0,135.0,"Drama, Romance",7.1,789.0,Saran,Ajith Kumar,Maanu,M.S. Viswanathan
Kadke Kamal Ke,2019.0,136.0,Comedy,6.8,5.0,Laxman Singh,Aaryan Adhikari,Neeta Dhungana,Rajpal Yadav
Kadvi Hawa,2017.0,95.0,Drama,8.1,985.0,Nila Madhab Panda,Nilamadhab Panda,Sanjay Mishra,Ranvir Shorey
Kafan,1990.0,147.0,Horror,5.8,48.0,Dhirendra Bohra,Javed Khan,Jamuna,Viju Khote
Kagaar: Life on the Edge,2003.0,150.0,"Crime, Drama",5.7,50.0,N. Chandra,Om Puri,Nandita Das,Amitabh Dayal
Kahaani,2012.0,122.0,"Mystery, Thriller",8.1,59060.0,Sujoy Ghosh,Vidya Balan,Parambrata Chattopadhyay,Indraneil Sengupta
Kahaani 2,2016.0,127.0,"Mystery, Thriller",6.6,5159.0,Sujoy Ghosh,Vidya Balan,Arjun Rampal,Jugal Hansraj
Kahaani Gudiya Ki...: True Story of a Woman,2008.0,112.0,"Biography, Drama",5.8,32.0,Prabhakar Shukla,Divya Dutta,Arif Zakaria,Rajpal Yadav
Kahan Hai Kanoon,1989.0,131.0,Action,6.9,7.0,Deepak Balraj Vij,Sadashiv Amrapurkar,Anand Balraj,Sudhir Dalvi
Kahan Ho Tum,2003.0,,"Drama, Family",3.9,22.0,Vijay Kumar,Ishita Arun,Samir Soni,Sharman Joshi
Kahan Kahan Se Guzar,1986.0,,"Drama, Musical",5.4,10.0,Anil Kapoor,,,
Kahan Kahan Se Guzar Gaya,1981.0,,Drama,5.3,11.0,M.S. Sathyu,Masood Akhtar,Ajoy Bannerjee,Enakshi Bannerjee
Kahani Ek Chor Ki,1981.0,138.0,"Action, Crime",5.2,9.0,S. Ramanathan,Asrani,Master Bhagwan,Chandrashekhar
Kahani Hum Subb Ki,1973.0,,"Drama, Romance",3.1,9.0,Rajkumar Kohli,Mala Sinha,Om Prakash,Arun Chopra
Kahani Kismat Ki,1973.0,131.0,"Action, Drama",6.0,90.0,Arjun Hingorani,Dharmendra,Rekha,Ajit
Kahani Kismat Ki,1999.0,,Action,4.9,8.0,Farogh Siddique,Laxmikant Berde,Mithun Chakraborty,Shama Deshpande
Kahin Aur Chal,1968.0,,Drama,6.9,14.0,Vijay Anand,Dev Anand,Asha Parekh,Shubha Khote
Kahin Din Kahin Raat,1968.0,165.0,"Action, Crime, Thriller",5.6,14.0,Darshan Sabharwal,Biswajit Chatterjee,Sapana,Pran
